,rewire_prob,Run,infection_list,num_nodes,avg_node_degree,initial_outbreak_size,threshold
10,0.0,10,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
11,0.0,11,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
12,0.0,12,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
13,0.0,13,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
14,0.0,14,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
15,0.0,15,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
16,0.0,16,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
17,0.0,17,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
18,0.0,18,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
19,0.0,19,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
20,0.0,20,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
21,0.0,21,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
22,0.0,22,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
23,0.0,23,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
24,0.0,24,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
25,0.0,25,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
26,0.0,26,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
27,0.0,27,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
28,0.0,28,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
29,0.0,29,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
30,0.0,30,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
31,0.0,31,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
32,0.0,32,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         27          973
4         33          967
5         39          961
6         45          955
7         51          949
8         57          943
9         63          937
10        69          931
11        75          925
12        81          919
13        87          913
14        93          907
15        99          901
16       105          895
17       111          889
18       117          883
19       123          877
20       129          871
21       135          865
22       141          859
23       147          853
24       153          847
25       159          841
26       165          835
27       171          829
28       177          823
29       183          817
30       189          811
31       195          805
32       201          799
33       207          793
34       213          787
35       219          781
36       225          775
37       231          769
38       237          763
39       243          757
40       249          751
41       255          745
42       261          739
43       267          733
44       273          727
45       279          721
46       285          715
47       291          709
48       297          703
49       303          697
50       309          691",1000,8,1,2
